id,indexNumber,sourceUrl,slug,name,year,manufacturer,brand,cardNumber,cardType,hierarchy,tier,page,row,frontImage,backImage,hasFrontImage,hasBackImage,playerOdds,psaPopReport,ebaySoldListings
3946,13943,https://jordan-vault.com/cards/3946-1998-upper-deck-michael-jordan-stickers-stick-ums-su22-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su22-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU22 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU22,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551981Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551981Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3947,13944,https://jordan-vault.com/cards/3947-1998-upper-deck-michael-jordan-stickers-stick-ums-su23-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su23-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU23 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU23,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551982Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551982Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3948,13945,https://jordan-vault.com/cards/3948-1998-upper-deck-michael-jordan-stickers-stick-ums-su24-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su24-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU24 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU24,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551983Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551983Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3949,13946,https://jordan-vault.com/cards/3949-1998-upper-deck-michael-jordan-stickers-stick-ums-su25-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su25-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU25 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU25,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551984Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551984Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3950,13947,https://jordan-vault.com/cards/3950-1998-upper-deck-michael-jordan-stickers-stick-ums-su26-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su26-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU26 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU26,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551985Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551985Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3951,13948,https://jordan-vault.com/cards/3951-1998-upper-deck-michael-jordan-stickers-stick-ums-su27-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su27-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU27 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU27,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551986Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551986Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3952,13949,https://jordan-vault.com/cards/3952-1998-upper-deck-michael-jordan-stickers-stick-ums-su28-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su28-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU28 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU28,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551987Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3953,13950,https://jordan-vault.com/cards/3953-1998-upper-deck-michael-jordan-stickers-stick-ums-su29-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su29-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU29 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU29,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551988Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551988Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3954,13951,https://jordan-vault.com/cards/3954-1998-upper-deck-michael-jordan-stickers-stick-ums-su3-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su3-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU3 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU3,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551962Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551962Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3955,13952,https://jordan-vault.com/cards/3955-1998-upper-deck-michael-jordan-stickers-stick-ums-su30-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su30-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU30 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU30,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551989Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551989Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3956,13953,https://jordan-vault.com/cards/3956-1998-upper-deck-michael-jordan-stickers-stick-ums-su31-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su31-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU31 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU31,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551990Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551990Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3957,13954,https://jordan-vault.com/cards/3957-1998-upper-deck-michael-jordan-stickers-stick-ums-su32-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su32-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU32 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU32,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551991Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551991Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3958,13955,https://jordan-vault.com/cards/3958-1998-upper-deck-michael-jordan-stickers-stick-ums-su33-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su33-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU33 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU33,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551992Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551992Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3959,13956,https://jordan-vault.com/cards/3959-1998-upper-deck-michael-jordan-stickers-stick-ums-su34-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su34-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU34 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU34,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551993Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3960,13957,https://jordan-vault.com/cards/3960-1998-upper-deck-michael-jordan-stickers-stick-ums-su35-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su35-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU35 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU35,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551994Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3961,13958,https://jordan-vault.com/cards/3961-1998-upper-deck-michael-jordan-stickers-stick-ums-su36-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su36-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU36 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU36,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551995Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551995Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3962,13959,https://jordan-vault.com/cards/3962-1998-upper-deck-michael-jordan-stickers-stick-ums-su4-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su4-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU4 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU4,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551963Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551963Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3963,13960,https://jordan-vault.com/cards/3963-1998-upper-deck-michael-jordan-stickers-stick-ums-su5-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su5-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU5 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU5,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551964Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3964,13961,https://jordan-vault.com/cards/3964-1998-upper-deck-michael-jordan-stickers-stick-ums-su6-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su6-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU6 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU6,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551965Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551965Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3965,13962,https://jordan-vault.com/cards/3965-1998-upper-deck-michael-jordan-stickers-stick-ums-su7-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su7-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU7 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU7,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551966Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3966,13963,https://jordan-vault.com/cards/3966-1998-upper-deck-michael-jordan-stickers-stick-ums-su8-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su8-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU8 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU8,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551967Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551967Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3967,13964,https://jordan-vault.com/cards/3967-1998-upper-deck-michael-jordan-stickers-stick-ums-su9-michael-jordan,1998-upper-deck-michael-jordan-stickers-stick-ums-su9-michael-jordan,1998 Upper Deck Michael Jordan Stickers - Stick-Ums #SU9 Michael Jordan,1998,Upper Deck,Upper Deck Michael Jordan Stickers,#SU9,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148162/148162-9551968Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-michael-jordan-stickers-stick-ums/159977,eBay Sold
3968,13965,https://jordan-vault.com/cards/3968-1998-upper-deck-michael-jordan-stickers-1-michael-jordan,1998-upper-deck-michael-jordan-stickers-1-michael-jordan,1998 Upper Deck Michael Jordan Stickers #1 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#1,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551818Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551818Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3969,13966,https://jordan-vault.com/cards/3969-1998-upper-deck-michael-jordan-stickers-10-michael-jordan,1998-upper-deck-michael-jordan-stickers-10-michael-jordan,1998 Upper Deck Michael Jordan Stickers #10 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#10,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551827Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551827Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3970,13967,https://jordan-vault.com/cards/3970-1998-upper-deck-michael-jordan-stickers-100-michael-jordan,1998-upper-deck-michael-jordan-stickers-100-michael-jordan,1998 Upper Deck Michael Jordan Stickers #100 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#100,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551917Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551917Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3971,13968,https://jordan-vault.com/cards/3971-1998-upper-deck-michael-jordan-stickers-101-michael-jordan,1998-upper-deck-michael-jordan-stickers-101-michael-jordan,1998 Upper Deck Michael Jordan Stickers #101 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#101,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551918Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551918Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3972,13969,https://jordan-vault.com/cards/3972-1998-upper-deck-michael-jordan-stickers-102-michael-jordan,1998-upper-deck-michael-jordan-stickers-102-michael-jordan,1998 Upper Deck Michael Jordan Stickers #102 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#102,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551919Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551919Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3973,13970,https://jordan-vault.com/cards/3973-1998-upper-deck-michael-jordan-stickers-103-michael-jordan,1998-upper-deck-michael-jordan-stickers-103-michael-jordan,1998 Upper Deck Michael Jordan Stickers #103 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#103,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551920Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551920Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3974,13971,https://jordan-vault.com/cards/3974-1998-upper-deck-michael-jordan-stickers-104-michael-jordan,1998-upper-deck-michael-jordan-stickers-104-michael-jordan,1998 Upper Deck Michael Jordan Stickers #104 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#104,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551921Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551921Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3975,13972,https://jordan-vault.com/cards/3975-1998-upper-deck-michael-jordan-stickers-105-michael-jordan,1998-upper-deck-michael-jordan-stickers-105-michael-jordan,1998 Upper Deck Michael Jordan Stickers #105 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#105,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551922Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551922Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3976,13973,https://jordan-vault.com/cards/3976-1998-upper-deck-michael-jordan-stickers-106-michael-jordan,1998-upper-deck-michael-jordan-stickers-106-michael-jordan,1998 Upper Deck Michael Jordan Stickers #106 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#106,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551923Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551923Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3977,13974,https://jordan-vault.com/cards/3977-1998-upper-deck-michael-jordan-stickers-107-michael-jordan,1998-upper-deck-michael-jordan-stickers-107-michael-jordan,1998 Upper Deck Michael Jordan Stickers #107 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#107,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551924Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551924Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3978,13975,https://jordan-vault.com/cards/3978-1998-upper-deck-michael-jordan-stickers-108-michael-jordan,1998-upper-deck-michael-jordan-stickers-108-michael-jordan,1998 Upper Deck Michael Jordan Stickers #108 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#108,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551925Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551925Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3979,13976,https://jordan-vault.com/cards/3979-1998-upper-deck-michael-jordan-stickers-109-michael-jordan,1998-upper-deck-michael-jordan-stickers-109-michael-jordan,1998 Upper Deck Michael Jordan Stickers #109 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#109,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551926Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551926Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3980,13977,https://jordan-vault.com/cards/3980-1998-upper-deck-michael-jordan-stickers-11-michael-jordan,1998-upper-deck-michael-jordan-stickers-11-michael-jordan,1998 Upper Deck Michael Jordan Stickers #11 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#11,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551828Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551828Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3981,13978,https://jordan-vault.com/cards/3981-1998-upper-deck-michael-jordan-stickers-110-michael-jordan,1998-upper-deck-michael-jordan-stickers-110-michael-jordan,1998 Upper Deck Michael Jordan Stickers #110 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#110,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551927Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551927Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3982,13979,https://jordan-vault.com/cards/3982-1998-upper-deck-michael-jordan-stickers-111-michael-jordan,1998-upper-deck-michael-jordan-stickers-111-michael-jordan,1998 Upper Deck Michael Jordan Stickers #111 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#111,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551928Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551928Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3983,13980,https://jordan-vault.com/cards/3983-1998-upper-deck-michael-jordan-stickers-112-michael-jordan,1998-upper-deck-michael-jordan-stickers-112-michael-jordan,1998 Upper Deck Michael Jordan Stickers #112 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#112,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551929Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551929Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3984,13981,https://jordan-vault.com/cards/3984-1998-upper-deck-michael-jordan-stickers-113-michael-jordan,1998-upper-deck-michael-jordan-stickers-113-michael-jordan,1998 Upper Deck Michael Jordan Stickers #113 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#113,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551930Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551930Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3985,13982,https://jordan-vault.com/cards/3985-1998-upper-deck-michael-jordan-stickers-114-michael-jordan,1998-upper-deck-michael-jordan-stickers-114-michael-jordan,1998 Upper Deck Michael Jordan Stickers #114 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#114,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551931Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551931Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3986,13983,https://jordan-vault.com/cards/3986-1998-upper-deck-michael-jordan-stickers-115-michael-jordan,1998-upper-deck-michael-jordan-stickers-115-michael-jordan,1998 Upper Deck Michael Jordan Stickers #115 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#115,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551932Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551932Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3987,13984,https://jordan-vault.com/cards/3987-1998-upper-deck-michael-jordan-stickers-116-michael-jordan,1998-upper-deck-michael-jordan-stickers-116-michael-jordan,1998 Upper Deck Michael Jordan Stickers #116 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#116,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551933Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551933Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3988,13985,https://jordan-vault.com/cards/3988-1998-upper-deck-michael-jordan-stickers-117-michael-jordan,1998-upper-deck-michael-jordan-stickers-117-michael-jordan,1998 Upper Deck Michael Jordan Stickers #117 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#117,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551934Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551934Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3989,13986,https://jordan-vault.com/cards/3989-1998-upper-deck-michael-jordan-stickers-118-michael-jordan,1998-upper-deck-michael-jordan-stickers-118-michael-jordan,1998 Upper Deck Michael Jordan Stickers #118 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#118,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551935Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551935Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3990,13987,https://jordan-vault.com/cards/3990-1998-upper-deck-michael-jordan-stickers-119-michael-jordan,1998-upper-deck-michael-jordan-stickers-119-michael-jordan,1998 Upper Deck Michael Jordan Stickers #119 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#119,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551936Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551936Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
3991,13988,https://jordan-vault.com/cards/3991-1998-upper-deck-michael-jordan-stickers-12-michael-jordan,1998-upper-deck-michael-jordan-stickers-12-michael-jordan,1998 Upper Deck Michael Jordan Stickers #12 Michael Jordan,1998,Upper Deck,Upper Deck Stickers,#12,Jordan Only Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551829Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/148161/148161-9551829Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1998/upper-deck-international-mj-stickers/59841,eBay Sold
